Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Assistant Manager - Data Scientist,-1,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of AM, Data Scientist
This Role includes writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team.
Responsibilities
To support in the marketing campaign execution journey for a leading firm to migrate and execute campaigns from leading marketing automation platform to custom build Notebook in Python
Strong technical and marketing domain acumen to understand marketing strategies and convert it into Python codes
Build complex multi-channel marketing campaigns based on business requirement
Perform data manipulation, wrangling, cleansing, and analysis and be responsible for the complex and large-scale datasets to be used for statistical modeling and data mining.
Must be proficient with tools such as Anaconda, Rstudio, Apache HTTP server, etc.
Provide support and assistance for the implementation of predictive models
Develop ETL pipelines to move data from source systems (CRM, weblogs, etc.) into data lake (HDFS, S3 etc.).
Develop processes for data preparations, modelling and mining & discover opportunities for data acquisitions
Experience in building data pipelines using different data sources
Hands on python development experience is a must
Knowledge of relational databases (preferably MS SQL Server 2008 and above, Teradata), with experience writing SQL queries and stored procedures.
Should know and understand both Supervised & Unsupervised Machine Learning algorithms and have applied them in industry scenario on at least 1 implementations
Should have good amount of data analysis experience, should know about various exploratory techniques
Very good communication skills; must be able to discuss the requirements effectively with a technical team of developers
Qualifications we seek in you
Minimum qualifications
Graduate/ Post Graduate in B.tech/MBA/MCA
Preferred qualifications
A flexible, dedicated and solution orientated approach through periods of change and disruption.
Should possess good interpersonal skills
Innovative and always looking for continuous improvement
Communicate with clients on day-to-day basis to discuss project progress
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
Senior Data Scientist,-1,"Job Description

Posting Title: Senior Data Scientist

At VMware, we are committed to helping our people grow professionally. Our talented employees exemplify our shared values and continue to drive our company to new heights. If you see a position that might be right for you, we encourage you to apply and continue to be a part of our EPIC2 community.

VMware is the leader in virtualization and cloud infrastructure solutions that enable our more than 350,000 enterprise and SMB customers to thrive in the Cloud era. A pioneer in the use of virtualization and automation technologies, VMware simplifies IT complexity across the entire data center to the virtual workplace, empowering customers with solutions in the software-defined data center to hybrid cloud computing and the mobile workspace.

Our team of 20,000+ people working in 50+ locations worldwide is committed to building a community where great people want to work long term by living our values of passion, innovation, execution, teamwork, active learning and giving back. If you are ready to accelerate, innovate and lead, join us as we challenge constraints and problem solve for tomorrow today.

Job Description:VMware IT Data Engineering & Analytics team is seeking a highly motivated, experienced Senior Data Scientist within Data & Analytics group located in Bangalore, India. This position is responsible for hands on development work on all aspects of AI ML, data provisioning, ML modeling, performance tuning and optimization. The candidate will work closely with both IT Data Engineering & business teams to identify and implement Business IT data solutions

Qualifications & Skills
Bachelors degree or equivalent required with preference for Computer Science or Engineering. MS degree would be highly desirable
Be able to build hands-on develop propensity models (to buy, to sell, to respond), lead nurture, segmentation, cross-sell/up-sell models, forecasting using R, SAS, Python or any other language/Machine learning libraries
Working experience on Deep Learning using Keras, PyTorch, Tensor flow would be an advantage
Strong Python & PySpark programming skills
Experience with Presto would be highly desirable.
Experience productizing Machine Learning algorithms and/or high-volume data processing
Exposure in a wide variety of database technologies, from Postgres, SQLServer to NoSQL systems such as MongoDB, Cloudant, Cassandra, and/or Elasticsearch
Desired Qualifications:
Demonstrable experience designing scalable and highly available distributed systems
Proficiency in Java. Experience with multiple languages a plus
Advertised Location Bangalore, India

Category : Engineering and Technology
Subcategory: Software Engineering
Experience: Manager and Professional
Full Time/ Part Time: Full Time
Posted Date: 2020-10-05

VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape whats possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",4.3,"VMware
4.3",Bangalore,-1,10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
Data Scientist I,-1,"26-Nov-2020

Job ID
305226BR
{""QuestionName"":""Job Description"",""AnswerValue"":""20+ brands catering to 50+ disease areas! The team of Novartis specialists within Insights & Analytics are on a data and digital transformation journey, leveraging analytics to generate actionable insights for Novartis medicines impacting more than 500 million patients worldwide. The team is poised to enable easier, faster and reliable decisions for Novartis divisions across the globe.

• Work on a variety of business applications including but not limited to: Customer Segmenta-tion & Targeting, Event Prediction, Propensity Modelling, Churn Modelling, Customer Lifetime Value Estimation, Forecasting, Recommender Systems, Modelling Response to Incentives, Mar-keting Mix Optimization, Price Optimization
• Develop automation for repeatedly refreshing analysis and generating insights Modelling Re-sponse to Incentives, Marketing Mix Optimization, Price Optimization
• Collaborates with globally dispersed internal stakeholders and cross-functional teams to solve critical business problems and deliver successfully on high visibility strategic initiatives
• Understands life science data sources including sales, contracting, promotions, social media, patient claims and Real World Evidence
• Quickly learns the use of tools, data sources and analytical techniques needed to answer a wide range of critical business questions
• Articulates solutions/recommendations to business users. Works with senior data science team member to present analytical content concisely and effectively
• Project manages own tasks and works with allied team members; plans proactively, antici-pates and actively manages change, sets stakeholder expectations as required, identifies oper-ational risks and independently drives issues to resolution, minimizes surprise escalations
• Independently identifies research articles and reproduce/apply methodology to Novartis busi-ness problems

Position Title
Data Scientist I",4.1,"Novartis
4.1",Hyderābād,-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
SSE – Machine Learning Engineer,-1,"Full Time
Bengaluru
Posted 2 months ago

Website
wibmopay Wibmo

About the Company

Wibmo is a US-based leading provider of cashless payments and payment security solutions to banks, merchants, and consumers in emerging markets including India. The company based in Cupertino, CA and Bengaluru India, processes billions of transactions and delivers high availability digital payment services to banks, merchants, and consumers.

With services in over 20 countries and recently acquired by PayU, the fintech-arm of Naspers (www.naspers.com), Wibmo is focused on delivering state-of-the-art digital payment solutions around the world.

With a strong innovative solutions culture, the rapidly growing company is emerging as a leading provider of digital payment solutions and services and seeks highly motivated, self-directed individuals to join the organization in various roles.

Responsibilities:
Develop creative solutions and work in R&D mode to come up with technical solutions
Promote high quality, scalability, and timely completion of projects
Apply an agile approach to coordinate the development, determine project scope and limitations
Study and transform data science prototypes
Design machine learning system
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to the requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Required skills:
Proven experience as a Machine Learning Engineer or a similar role
Understanding of data structures, data modelling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Must Have –
Panda, NumPy, Matplot, Seaborn, Scikit
Algorithm –
Regression
Classification
Clustering
Tensorflow 2.0
Convolutional Neural Networks (CNN)
Artificial Neural Networks (ANN)
Good to Have – Natural Language Processing
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Qualification:
Bachelor’s degree in Engineering, CS or equivalent experience
Strong Programming skills
Reports to: Manager – Engineering – Software

To apply for this job email your details to talent@wibmo.com",2.9,"Wibmo
2.9",Bangalore,-1,501 to 1000 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Junior Data Analyst,-1,"Role: Junior Data Analyst

Location: Gurgaon, India

GroundTruth is the leading global location platform that leverages data and insights to drive business performance. Using its proprietary Blueprints technology, GroundTruth is able to learn about mobile users and reach them at the right place and right time, ultimately helping companies make smarter marketing decisions, increase sales, and grow their businesses. Since its foundation in 2009, GroundTruth has launched several innovative products and won numerous awards, including Inc. 5000s Fast Growing Private Companies and Deloitte's Fast 500 Technology companies. Today, we're proud to employ over 400 employees across three continents and serve millions of marketers across 21 countries. Learn more: www.groundtruth.com

This will be an exciting and challenging role that will enable you to work with very large data sets, expose you to cutting edge analysis techniques, work with the latest components in cloud architecture and gain experience in the usage of location data to drive businesses. As an early member you will have significant opportunities for growth within the organization. A successful applicant will be passionate about technology and developing a deep understanding of human behavior in the real world. They would also have excellent communication skills, be able to synthesize and present complex information and be a fast learner.

You will:

• Learn about location-driven marketing and how companies are using location signals to drive their business

• Work closely with marketing, growth strategy and sales teams based out of our offices in USA, UK, Germany

• Develop re-usable tools and templates to quickly create data driven narratives

• Gather requirements, design analyses, identify data sources and define measurement metrics to present insights and recommendations for ready consumption

• Be responsible for managing your work pipeline and creating re-usable analysis and documentation

You have:

• BSc/B.E./BTech degree in Computer Science, Statistics, Mathematics, Economics, Physics or related fields

• 6 months - 1 year of experience in working with data and conducting statistical and/or numerical analysis

• Strong understanding of how data can be stored and accessed in different structures

• Experience with writing computer programs to solve problems

• Strong understanding of data operations such as sub-setting, sorting, merging, aggregating and CRUD operations

• Ability to write SQL code and familiarity with R/Python, Linux shell commands

• Be willing and able to quickly learn about new businesses, database technologies and analysis techniques

• Ability to tell a good story and support it with numbers and visuals

• Strong oral and written communication

•

How you can impress us:

• Experience working with large datasets

• Experience with AWS analytics infrastructure (Redshift, S3, Athena, Boto3)

• Experience building analytics applications leveraging R, Python, Tableau, Looker or other • Experience in geo-spatial analysis with POSTGIS, QGIS

We operate in a fast paced, dynamic environment where everyone on the team is committed to the success and growth of GroundTruth. Our culture is highly entrepreneurial, and our success comes from our employees who voice their opinions and ideas

to facilitate growth to our bottom line. We reward hard work, support career development, offer comprehensive benefits, and foster a fun and friendly work environment.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status",3.4,"GroundTruth
3.4",Gurgaon,-1,201 to 500 Employees,2009,Company - Private,-1,-1,Less than $1 million (USD),-1
Applied Scientist,-1,"Amazon MENA comprises of UAE, KSA and EGY markets. In order to create the best MENA customer experience in terms of selection, delivery experience, MENA data services team is looking for energetic individuals to come, join and work with us. We will together solve the interesting problems to launch new products and programs:

You will be expected to:
· Leverage knowledge of statistics and optimization to frame decision-making problems for MENA region
· Build statistical models required to measure the impact of each system and platform
· Predict future customer behavior and business conditions through machine learning and predictive modeling
· Use analytical and predictive techniques to build models for optimizing and target specific products
· Translate prototype models to production quality, large scale software systems
· Present proposals and results in a clear manner backed by data and coupled with actionable conclusions


Basic Qualifications

· PHD or MS in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field
· Expert in more than one or more major programming languages (C++, Java, or similar) and at least one scripting language (Perl, Python, or similar)
· Hands-on experience in applying theoretical models in an applied environment
· Proficiency in model development, model validation and model implementation
· Work well in a fast-moving team environment and effectively deliver technical implementations having complex dependencies and requirements

Preferred Qualifications

· 2+ years of hands-on experience applying theoretical models in an applied environment
· Significant peer reviewed scientific contributions in relevant field
· Strong fundamentals in problem solving, algorithm design and complexity analysis
· Strong personal interest in learning, researching, and creating new technologies with high commercial impact
· Experience with defining organizational research and development practices in an industry setting
· Proven track in leading, mentoring and growing teams of scientists",4.3,"Amazon
4.3",Noida,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist-1,-1,"We are looking for an analyst to develop PayPals Risk strategy within the Next-Generation Platforms & Strategic Partners portfolio. This portfolio is comprised of PayPals newest leading-edge payments solutions (including new form factors, in-store payments, and payment tokens), as well as customized experiences developed for the companys highest-priority strategic partnerships.

PayPals Next-Generation Platforms Consumer Risk team is responsible for assessing and managing buyer-side financial risk exposures for this $8 billion portfolio (including identity theft, stolen financials, account takeover, and credit risk), as well as developing and implementing the policies, treatments, and experiences related to the management of these exposures. The team is also responsible for partnering with the corresponding Business Units to align with and influence their strategic priorities, educate business partners about Risk management principles, and collaboratively optimize the Risk treatments and experiences for these unique products and partners.

Each Analyst on this team has full ownership of a portfolio of merchants and is responsible for end-to-end management of loss and decline rates. Day-to-day duties include data analysis, monitoring and forecasting, creating the logic for and implementing risk rules and strategies, providing requirements to data scientists and technology teams on attribute, model and platform requirements, and communicating with global stakeholders to ensure we deliver the best possible customer experience while meeting loss rate targets.

If youre interested in working with PayPals most interesting payments experiences then this is the right team for to join!

Job Requirements:
Strong analytical skills -- ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull together business cases and forecasts to navigate through multi-dimensional sets of tradeoffs.
Enthusiasm for data-driven problem solving within a fast-paced environment is a must. In addition, experience with Microsoft Excel or statistical software, working knowledge of SQL or other relational database languages, and hands-on experience in data analysis involving large data sets are strongly desired.
Polished communication skills risk analysts need to collaborate cross-functionally with product managers, data scientists, business owners, and customers to learn from subject-matter experts, present findings in a clear and concise manner, and reach alignment on how to execute risk strategies.
Can-do attitude, team player, energetic personality, ability to work well under pressure in a fast-paced and constantly changing environment to meet deadlines. The successful risk analyst is a self-starter who has the resilience to learn from their mistakes and reach their true potential.
An innate intellectual curiosity, and a willingness to build awareness of current payments industry and risk management best practices. PayPal is constantly innovating by introducing new products and entering new markets, so successful risk analysts on this team must quickly get up speed on new content areas.
Bachelors degree with 4+ years of experience, MS degree with 2+ year of experience",3.8,"Paypal
3.8",Bangalore,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Assistant Vice President - Data Scientist,-1,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.

Transformation happens here. Come, be a part of our exciting journey!
Are you the one we are looking for?

Inviting applications for the role of Assistant Vice President, Data Science Lead
As a Head of Data Science, you will be responsible to lead the team responsible to build and deliver ML models in the product line.
Responsibilities
As a Data Science Lead, your responsibilities include –
Understand the business requirements and priorities and work with businesses to identify high-impact and feasible roadmap areas for the team from time to time.
Own and deliver the data science team, and be in charge of the estimation and planning done by the team making sure that the dependencies are supervised accurately and results are produced in an efficient and timely manner. Also, take care of regular feedback and performance appraisals.
Act as a technical guide to the team helping them in translating the business problems to the most appropriate mix of specific machine learning or data analysis tasks. Also, be a mentor to the team members helping them with career planning and growth.
Act as an evangelist of standard methodologies and the right tools in AI/ML. Proactively build a phenomenal working environment where each individual brings out the best they can offer.
Whenever a new opportunity comes, proactively do talent planning and drive the hiring activities.
Qualifications
Minimum Qualifications
Bachelor’s or Master’s degree in Math, Statistics, Computer Science, Physics, or such quantitative fields.
Meaningful experience related to data science.
Proficient in at least one programming language commonly used for data analysis (like R/Python), SQL.
Preferred qualifications
Masters or Doctorate in a relevant domain.
Previously worked on business analytics problems like customer churn, lifetime value estimation, targeted marketing, personalized offers, etc.
Experienced in crafting and analyzing A/B tests.
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
Data Science Manager (Staff Data Scientist I/Staff Data Scientist II),-1,"Title: Staff Data Scientist I/Staff Data Scientist II

Location: Mumbai

Technical Skills:

Python, Sql, Data Visualization, Big Data, Machine Learning

Experience: 5 to 10 Years

Job Description:
You will be working with Principal Data Scientist as an individual contributor within research & innovation group and will be managing a small team of data scientists and collaborate with data engineers.
You should be proficient in Python (data manipulation, scientific computing, applied statistics, machine learning, and data visualization), in MySQL and NoSQL.
You will work with wide variety of Visible Alpha’s commercial as well as operational datasets on both internal and client-facing projects. You will partner with stakeholders across the organization, build data analystics tool for the organization, communicate findings to diverse audiances.
You will work on all parts of data science workflow; exploratory analysis of new datasets, create/monitor KPIs and build dashboards for the organization, build predictive models and work with engineers for deployment.
Desired Qualifications:
Advanced degree in a computational field and/or Independent research experience as a data scientist.
Experience managing small teams.
Familiary with financial datasets, equities market, fundamental research.",4.2,"Visible Alpha
4.2",Mumbai,-1,501 to 1000 Employees,2011,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
Analytics Consultant - Supply Chain,-1,"Job
Description

Engage with Supply Chain Leadership of Tredence’s clients to define the need for Analytics led solutions
S/he possesses an in-depth understanding of 1 or more functions in Supply chain (e.g. procurement, transportation etc.) – capable of holding an independent opinion plus holding a conversation with a Client from similar function
S/he possesses a wide exposure to functions across the supply chain: Procurement / Inbound Logistics / Production / Outbound Logistics / Retailing
The candidate should understand cause and effect that each of these functions have
S/he has in the past built repeatable tools / data-models to solve specific business problems–
Mandatorily on XL
Preferably on R/Python, SQL, Tableau etc
S/he should have hand-on experience of having worked on projects (either as a consultant or with in a company) that needed them to –
Create data-driven, analytics-based solutions; for e.g. actions based on EDA and insights, automation of insights, decision tools etc.
Worked with business teams or was a part of the team that implemented process re-engineering driven by data analytics / insights
S/he must have a solution creation mindset. Ability to design and enhance scalable algorithmic solutions to address the business need is a must have
Engage with technology teams from Tredence and Clients to create last mile connectivity of the solutions -
Should have experience of working with technology teams
A working knowledge of SCM product portfolios is ideal but not mandatory - SAP, Oracle, JDA, Llamasoft, etc.
Own project delivery by ensuring content rigor and client partnership
Create marketing assets that showcase Tredence’s capabilities in Supply Chain Analytics

Skills Required

supplychain

Role

Bachelor’s in engineering
Masters from a Tier-1 B-School or Tech School (Preferable)
At least 5 years of Supply Chain experience with either consulting or operational expertise in Supply Chain Planning, Demand Planning, Production Planning, Production scheduling, Inventory Management etc.
High proficiency on XL; R/Python, Tableau etc is preferable
Should be a good problem solver
Knowledge of O.R. techniques
Knowledge of Statistical techniques
Knowledge of BI tools
Strong Communication (Written, Oral and Presentation)

Location

Bengaluru, Karnataka, India

Education/Qualification

Degree/masters

Years Of Experience

5 to 7 Years

Designation

Analytics Consultant

Apply",3.7,"Tredence
3.7",Bangalore,-1,501 to 1000 Employees,2013,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
Data Scientist,-1,"Position Title
Data Scientist

12-Nov-2020

Job ID
303875BR

Job Description
Novartis Business Services IT (NBS IT) is working to support Novartis to deliver better patient outcomes through innovative use of information and technology. As technology is reshaping the healthcare industry, IT will be a differentiator for our businesses, inspiring new ideas and enabling Novartis to reimagine medicine.
To continue to add even greater value for the business we need to have the right people with the right capabilities.
We need to be customer-oriented and focus on bringing the best services and solutions to the business – both globally and locally – to support our patients.
NBS IT offers this extraordinary work experience with a real opportunity to develop in a highly fast-paced technology-driven environment where collaboration and innovation are at the heart of who we are and what we do.
Science, innovation & technology are central to the Novartis mission of caring & curing patients. We have a clear understanding and deep commitment that IT will be a critical factor in our future success.

•Collaborate in multi-functional teams to evaluate business activities, and then develop innovative and effective approaches to seek team’s analytics problems and communicate results and methodologies.
•Ability to initiate and drive projects from conception to completion with minimal direction.
•Innovates and recommends sophisticated predictive analytics, computational science, Natural Language Processing (NLP), machine learning and deep learning techniques to answer research questions and synthesize insights that achieve business objectives.
•Establishes scalable, efficient, automated solutions for large scale data analyses, model development, model validation and model implementation. Works to translate prototypes into new products, services, and features and provide guidelines for large-scale implementation.
•Ability to build and fine tune algorithms that scale up from small-scale proof-of-concept stage to full production systems.
•Build knowledge artifacts of business problems that were solved with sophisticated analytics techniques which can be published in journals. Excellent quantitative skills and the ability to tell a story using data

Minimum requirements
•PhD. or Masters from top University in Statistics, Operational Research, Computer Science or in a quantitative field.
•SQL, Python, R, Scala, Tensor Flow, Pytorch are Mandatory Qlikview/Tableau/Spotfire but not limited to these are good to have
•2+ years after PHD or 5+ years after Masters
•In predictive modeling and large data analysis
•In data querying languages (e.g. SQL), scripting languages (e.g. Python, R, Scala), or deep learning libraries (e.g. tensorflow, pytorch).
•Expertise in at-least some visualization tools such as Qlikview, Spotfire, Tableau (but not limited to these) for designing insights is good to have

Why consider Novartis?

799 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

Job Type
Full Time

Country
India

Work Location
Hyderabad, AP

Functional Area
Data Science

Division
NBS

Business Unit
IT NBS

Employment Type
Regular

Company/Legal Entity
Nov Hltcr Shared Services Ind

Shift Work
No",4.1,"Novartis
4.1",Hyderābād,-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Senior Manager - Data Scientist,-1,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of SM, Data Scientist
This Role includes writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team.
Responsibilities
To support in the marketing campaign execution journey for a leading firm to migrate and execute campaigns from leading marketing automation platform to custom build Notebook in Python
Strong technical and marketing domain acumen to understand marketing strategies and convert it into Python codes
Build complex multi-channel marketing campaigns based on business requirement
Perform data manipulation, wrangling, cleansing, and analysis and be responsible for the complex and large-scale datasets to be used for statistical modeling and data mining.
Must be proficient with tools such as Anaconda, Rstudio, Apache HTTP server, etc.
Provide support and assistance for the implementation of predictive models
Develop ETL pipelines to move data from source systems (CRM, weblogs, etc.) into data lake (HDFS, S3 etc.).
Develop processes for data preparations, modelling and mining & discover opportunities for data acquisitions
Experience in building data pipelines using different data sources
Hands on python development experience is a must
Knowledge of relational databases (preferably MS SQL Server 2008 and above, Teradata), with experience writing SQL queries and stored procedures.
Should know and understand both Supervised & Unsupervised Machine Learning algorithms and have applied them in industry scenario on at least 1 implementations
Should have good amount of data analysis experience, should know about various exploratory techniques
Very good communication skills; must be able to discuss the requirements effectively with a technical team of developers
Qualifications we seek in you
Minimum qualifications
Graduate/ Post Graduate in B.tech/MBA/MCA
Preferred qualifications
A flexible, dedicated and solution orientated approach through periods of change and disruption.
Should possess good interpersonal skills
Innovative and always looking for continuous improvement
Communicate with clients on day-to-day basis to discuss project progress
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
Lead Data Scientist,-1,"Who We Are
Honeywell is a Fortune 100 company with global sales surpassing $40B and has been one of Fortunes Most Admired Companies for over a decade. Through innovation, the Company brings together the physical and digital world to tackle some of the toughest societal and business problems making the world a more productive, safe, and sustainable place.
The business is organized into five primary groups: Aerospace, Buildings, Performance Materials and Technologies, Safety and Productivity Solutions, and the Connected Enterprise. Honeywell specializes in things that are critically connected - beyond smart phones and laptops, we make the kinds of connections that keep cities working, planes flying, plants running, and workers safe. Our unique capabilities, over a century in the making, bring together data, expertise, and technology to connect people, processes, and assets.
Honeywell is charging into the Industrial IoT revolution with the establishment of Honeywell Connected Enterprise (HCE), building on our heritage of invention and deep, on-the-ground industry expertise. HCE is the leading industrial disruptor, building and connecting software solutions to streamline and centralize the assets, people and processes that help our customers make smarter, more accurate business decisions. Moving at the speed of software, we are creating, innovating and delivering solutions fast, challenging the way things have always been done, piloting new ways for all of us to work, and expecting our successes to set new standards for our customers and for Honeywell.
Honeywell International is building a world thats safer and more secure, more comfortable and energy efficient, more innovative and productive. For more information, please visit Honeywell.com or follow us @HoneywellNow.
Who You Are
Were looking for a new team member who is motivated by cracking tough challenges with data, trained in problem solving, and with an unending thirst for learning.
As a Senior Data Scientist, you will join a high-performing, global team, and assist with designing, developing, and deploying data driven solutions for all Honeywell business groups and functions. You will work closely with application architects to integrate results into operational platforms, including Hadoop and NoSQL architectures.
Additionally, the Senior Data Scientist role is expected to work within Honeywell to identify opportunities for new growth and efficiencies based on data analyses both in adjacencies based on previous engagements, as well as larger industry developments.

Specific Responsibilities

Develop data modeling, mining, pattern analysis, data visualization and machine learning solutions to address customer needs
Foster relationships with business team members by being proactive, displaying a thorough understanding of the business processes and by recommending innovative solutions
Communicate project output in terms of customer value, business objectives, and product opportunity
Promote data science methods and processes across functions
Work with our businesses and infrastructure teams to develop a strategy that will clearly outline how our enterprise platforms can enable business growth & productivity

You must have:
Masters degree in Computer Science, Engineering, Applied Mathematics or related field
Minimum of 3 years of Data Science prototyping experience of physical systems
Minimum of 3 years of experience with distributed storage and compute tools (e.g. Spark)
Minimum of 1 year of experience with developing and deploying Natural Language Processing/Understanding applications
We value:
PhD degree in Computer Science, Engineering, Applied Mathematics or related field
Experience bringing prototypes to production as containerized micro-services.
Experience with Python
Experience with Streaming Analytics
Experience with Recurrent Neural Network architectures
Experience with Image Analytics
Experience with SQL
Experience with Tableau
Experience working with remote and global teams
Results driven with a positive can-do attitude.

A Job posting does not exist for this global job code, please work with your HRG to develop one
Additional Information
JOB ID: req248801
Category: Engineering
Location: HW Camp II,Bldgs 9A&9B,Plot C2,RMZ Ecoworld,Varturhobli,Sarjapur Marathahalli Outer Ring Road,Bangalore,KARNATAKA,560103,India
Exempt",3.7,"Honeywell
3.7",Bangalore,-1,10000+ Employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
